ID_cliente,Evasao,Genero,Cidadao_Senior,Parceiro,Dependentes,Tempo_de_contrato,Servico_de_telefone,Linhas_multiplas,Serivo_de_internet,Segurnaca_online,Backup_online,Protecao_dipositivo,Suporte_tecnico,Streaming_TV,Streaming_filmes,Tipo_de_contrato,Fatura_online,Metodo_de_pagamento,Total_servico_dia,Total_servico_mes,Total_gasto
4840-ORQXB,Nao,Mulher,Sim,Nao,Nao,56,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Nao,Cheque eletrônico,3.49,104.75,5841.35
4844-JJWUY,Sim,Mulher,Sim,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.87,86.0,86.0
4846-WHAFZ,Sim,Mulher,Sim,Sim,Nao,37,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.55,76.5,2868.15
4847-QNOKA,Sim,Mulher,Nao,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Transferência bancária automático,1.5,44.9,44.9
4847-TAJYI,Nao,Mulher,Sim,Nao,Nao,6,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,2.98,89.35,567.8
4849-PYRLQ,Nao,Mulher,Sim,Nao,Nao,56,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Bienal,Nao,Transferência bancária automático,2.44,73.25,4054.2
4851-BQDNX,Nao,Homem,Nao,Sim,Sim,40,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Sim,Nao,Anual,Sim,Cheque eletrônico,2.84,85.05,3355.65
4853-OITSN,Nao,Homem,Nao,Sim,Nao,5,Sim,Sim,Fiber optic,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.97,89.15,413.25
4853-RULSV,Sim,Homem,Nao,Nao,Nao,70,Sim,Sim,Fiber optic,Sim,Nao,Nao,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,3.47,104.0,7250.15
4854-CIDCF,Nao,Mulher,Sim,Nao,Nao,3,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,2.46,73.85,196.4
4854-SSLTN,Nao,Homem,Nao,Sim,Sim,2,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Bienal,Nao,Cheque,1.98,59.5,130.5
4855-SNKMY,Sim,Mulher,Nao,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,1.47,44.1,44.1
4859-ZSRDZ,Nao,Mulher,Nao,Sim,Sim,58,Nao,Sem servico de telefone,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,1.85,55.5,3166.9
4860-IJUDE,Nao,Homem,Nao,Nao,Nao,13,Sim,Nao,Fiber optic,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartão de crédito automático,2.46,73.75,956.65
4860-YZGZM,Nao,Homem,Nao,Nao,Nao,10,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque eletrônico,0.67,20.0,185.4
4868-AADLV,Nao,Homem,Sim,Sim,Sim,66,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,3.88,116.25,7862.25
4869-EPIUS,Nao,Homem,Nao,Sim,Nao,56,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Anual,Sim,Cheque eletrônico,2.7,80.9,4557.5
4871-JTKJF,Sim,Mulher,Sim,Nao,Nao,1,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.32,69.65,69.65
4872-JCVCA,Nao,Mulher,Nao,Sim,Nao,71,Nao,Sem servico de telefone,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Bienal,Sim,Transferência bancária automático,1.59,47.6,3377.8
4872-VXRIL,Nao,Homem,Nao,Nao,Nao,56,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Sim,Transferência bancária automático,2.16,64.65,3665.55
4873-ILOLJ,Sim,Homem,Nao,Nao,Nao,24,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.01,90.35,2238.5
4877-EVATK,Sim,Homem,Nao,Nao,Nao,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.67,20.0,20.0
4877-TSOFF,Nao,Mulher,Nao,Sim,Sim,55,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Sim,Anual,Sim,Transferência bancária automático,2.52,75.75,4264.25
4878-BUNFV,Nao,Homem,Nao,Sim,Sim,42,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.69,20.7,828.85
4879-GZLFH,Nao,Mulher,Nao,Sim,Sim,42,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.07,92.15,3875.4
4881-GQJTW,Nao,Homem,Nao,Nao,Nao,14,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cartão de crédito automático,0.65,19.6,300.4
4881-JVQOD,Nao,Homem,Sim,Sim,Sim,10,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Transferência bancária automático,1.15,34.55,362.6
4883-KCPZJ,Nao,Mulher,Nao,Sim,Sim,22,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.84,25.25,555.4
4883-QICIH,Sim,Homem,Nao,Sim,Sim,32,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Transferência bancária automático,2.33,69.75,2347.9
4884-LEVMQ,Nao,Homem,Nao,Sim,Nao,39,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Sim,Transferência bancária automático,0.68,20.45,790.0
4884-TVUQF,Nao,Mulher,Sim,Nao,Nao,57,Sim,Sim,Fiber optic,Sim,Nao,Sim,Sim,Nao,Sim,Bienal,Nao,Cartão de crédito automático,3.38,101.3,5779.6
4884-ZTHVF,Nao,Mulher,Sim,Nao,Nao,8,Sim,Nao,Fiber optic,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque eletrônico,2.9,87.1,713.6
4890-VMUAV,Nao,Homem,Nao,Nao,Nao,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Anual,Nao,Cheque eletrônico,2.38,71.5,4576.3
4891-NLUBA,Nao,Mulher,Nao,Sim,Sim,61,Nao,Sem servico de telefone,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária automático,2.05,61.45,3751.15
4892-VLANZ,Sim,Homem,Nao,Nao,Nao,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.66,19.8,19.8
4893-GYUJU,Nao,Mulher,Nao,Nao,Nao,50,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Sim,Cheque,0.64,19.35,1033.0
4895-TMWIR,Sim,Homem,Sim,Sim,Nao,11,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.66,19.95,214.75
4896-CPRPF,Nao,Homem,Nao,Sim,Sim,35,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Transferência bancária automático,0.85,25.45,809.25
4897-QSUYC,Sim,Mulher,Nao,Nao,Nao,1,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque,0.67,20.15,20.15
4900-MSOMT,Nao,Mulher,Nao,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Bienal,Nao,Transferência bancária automático,2.67,80.2,5714.2
4902-OHLSK,Sim,Mulher,Sim,Nao,Nao,29,Sim,Sim,Fiber optic,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Nao,Cheque eletrônico,3.29,98.65,2862.75
4903-CNOZC,Nao,Homem,Nao,Nao,Nao,29,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Nao,Cartão de crédito automático,2.36,70.9,1964.6
4903-UYAVB,Sim,Homem,Nao,Sim,Nao,5,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Nao,Cheque,0.64,19.35,126.05
4905-JEFDW,Sim,Homem,Nao,Nao,Nao,11,Nao,Sem servico de telefone,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Anual,Sim,Cheque eletrônico,1.39,41.6,470.6
4906-ZHGPK,Nao,Homem,Nao,Sim,Sim,54,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Anual,Sim,Cheque eletrônico,2.36,70.7,3770.0
4908-XAXAY,Nao,Mulher,Sim,Nao,Nao,49,Sim,Nao,Fiber optic,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Sim,Transferência bancária automático,2.99,89.85,4287.2
4909-JOUPP,Nao,Homem,Sim,Sim,Nao,72,Sim,Sim,Fiber optic,Nao,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Cartão de crédito automático,3.66,109.7,7898.45
4910-AQFFX,Sim,Homem,Nao,Sim,Sim,9,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,Transferência bancária automático,2.64,79.35,661.25
4910-GMJOT,Sim,Mulher,Nao,Nao,Nao,1,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.15,94.6,94.6
4911-BANWH,Sim,Mulher,Nao,Nao,Sim,31,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cartão de crédito automático,2.88,86.55,2697.4
4912-PIGUY,Nao,Mulher,Nao,Nao,Nao,1,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque eletrônico,2.82,84.6,84.6
4913-EHYUI,Sim,Homem,Sim,Sim,Sim,56,Sim,Sim,Fiber optic,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,Transferência bancária automático,3.48,104.55,5794.65
4915-BFSXL,Nao,Homem,Nao,Sim,Sim,70,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Nao,Bienal,Nao,Cartão de crédito automático,2.3,68.95,4858.7
4918-FYJNT,Nao,Mulher,Sim,Sim,Nao,55,Sim,Sim,Fiber optic,Nao,Sim,Sim,Sim,Nao,Nao,Mensal,Nao,Cheque eletrônico,3.02,90.45,5044.8
4918-QLLIW,Sim,Homem,Nao,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,Cartão de crédito automático,1.78,53.4,188.7
4919-IKATY,Sim,Homem,Nao,Sim,Sim,5,Sim,Sim,Fiber optic,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.82,84.5,453.75
4919-MOAVT,Sim,Homem,Nao,Nao,Sim,3,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,2.32,69.65,220.1
4922-CVPDX,Nao,Mulher,Nao,Sim,Nao,26,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Bienal,Sim,Cartão de crédito automático,2.45,73.5,1905.7
4923-ADWXJ,Nao,Mulher,Nao,Nao,Nao,25,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Mensal,Sim,Transferência bancária automático,2.19,65.8,1679.65
4925-LMHOK,Sim,Homem,Nao,Nao,Nao,15,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,Cartão de crédito automático,1.95,58.6,939.7
4926-UMJZD,Nao,Mulher,Nao,Sim,Nao,31,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,Cheque,1.64,49.2,1498.55
4927-WWOOZ,Nao,Homem,Nao,Sim,Nao,2,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,Cheque eletrônico,3.05,91.45,171.45
4929-BSTRX,Sim,Mulher,Nao,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque,1.78,53.55,53.55
4929-ROART,Nao,Homem,Nao,Nao,Nao,18,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque,1.88,56.25,969.85
4929-XIHVW,Nao,Homem,Sim,Sim,Nao,2,Sim,Nao,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cartão de crédito automático,3.18,95.5,181.65
4931-TRZWN,Nao,Mulher,Nao,Nao,Nao,13,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,2.4,71.95,923.85
4933-BSAIP,Nao,Mulher,Nao,Sim,Nao,40,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.64,19.1,780.1
4933-IKULF,Nao,Mulher,Sim,Nao,Nao,17,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.69,20.65,330.6
4936-YPJNK,Nao,Mulher,Nao,Nao,Nao,10,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque,0.66,19.9,199.45
4937-QPZPO,Nao,Homem,Nao,Sim,Sim,61,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,Cheque eletrônico,3.33,99.9,6241.35
4939-KYYPY,Nao,Homem,Nao,Nao,Nao,27,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,Cheque eletrônico,1.98,59.45,1611.65
4940-KHCWD,Nao,Mulher,Nao,Sim,Nao,60,Nao,Sem servico de telefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Bienal,Nao,Transferência bancária automático,1.26,37.7,2288.7
4942-VZZOM,Nao,Homem,Nao,Sim,Nao,64,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Anual,Sim,Cartão de crédito automático,2.2,66.15,4392.5
4945-RVMTE,Nao,Mulher,Nao,Nao,Nao,28,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,Transferência bancária automático,1.98,59.55,1646.45
4946-EDSEW,Sim,Mulher,Nao,Sim,Sim,11,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque,0.64,19.25,180.3
4947-DSMXK,Nao,Homem,Nao,Sim,Sim,34,Sim,Sim,Fiber optic,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Transferência bancária automático,3.26,97.7,3410.0
4948-WBBKL,Nao,Mulher,Sim,Nao,Nao,36,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Transferência bancária automático,2.5,74.9,2659.45
4950-BDEUX,Nao,Homem,Nao,Nao,Nao,35,Nao,Sem servico de telefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Nao,Cheque eletrônico,1.64,49.2,1701.65
4950-HKQTE,Nao,Mulher,Nao,Nao,Nao,22,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.88,26.25,605.9
4951-UKAAQ,Sim,Mulher,Nao,Nao,Nao,4,Sim,Sim,Fiber optic,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.97,88.95,355.2
4952-YSOGZ,Sim,Mulher,Nao,Sim,Sim,4,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,2.86,85.95,381.3
4955-VCWBI,Nao,Mulher,Nao,Sim,Sim,43,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.67,20.0,817.95
4957-SREEC,Nao,Homem,Nao,Sim,Sim,70,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.68,20.35,1458.1
4957-TIALW,Nao,Mulher,Nao,Nao,Sim,15,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Anual,Nao,Cartão de crédito automático,2.19,65.6,1010.0
4957-TREIR,Nao,Homem,Nao,Nao,Nao,3,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,Cartão de crédito automático,2.15,64.4,195.65
4958-GZWIY,Sim,Homem,Nao,Sim,Sim,7,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,1.62,48.7,340.25
4958-XCBDQ,Sim,Homem,Sim,Nao,Nao,35,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque eletrônico,3.38,101.4,3496.3
4959-JOSRX,Sim,Mulher,Nao,Sim,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartão de crédito automático,1.49,44.6,80.55
4962-CHQPW,Nao,Homem,Nao,Nao,Sim,29,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.66,19.85,535.05
4967-WPNCF,Nao,Homem,Nao,Nao,Nao,72,Nao,Sem servico de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária automático,2.12,63.7,4464.8
4971-PUYQO,Sim,Mulher,Nao,Nao,Nao,27,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque,3.15,94.55,2724.6
4973-MGTON,Nao,Mulher,Nao,Sim,Nao,71,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito automático,2.81,84.4,5969.3
4973-RLZVI,Nao,Mulher,Nao,Nao,Nao,30,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Anual,Nao,Cartão de crédito automático,2.49,74.65,2308.6
4976-LNFVV,Nao,Homem,Sim,Sim,Nao,19,Nao,Sem servico de telefone,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,Cartão de crédito automático,1.14,34.3,577.15
4979-HPRFL,Nao,Homem,Nao,Sim,Sim,56,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Transferência bancária automático,0.8,24.15,1402.25
4980-URKXC,Nao,Homem,Nao,Sim,Nao,36,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Transferência bancária automático,0.7,20.85,720.05
4981-FLTMF,Nao,Mulher,Nao,Sim,Sim,57,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,Transferência bancária automático,2.17,65.2,3687.85
4983-CCWMC,Nao,Homem,Nao,Nao,Nao,3,Sim,Nao,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque,2.32,69.6,207.4
4983-CLMLV,Nao,Mulher,Nao,Sim,Nao,52,Sim,Sim,Fiber optic,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito automático,3.42,102.7,5138.1
4986-MXSFP,Nao,Mulher,Nao,Nao,Nao,2,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque,0.67,20.0,40.9
4987-GQWPO,Nao,Homem,Nao,Nao,Nao,17,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cartão de crédito automático,0.84,25.1,382.8
4988-IQIGL,Sim,Homem,Sim,Nao,Nao,1,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.51,75.35,75.35
4989-LIXVT,Nao,Homem,Sim,Nao,Nao,68,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,Cheque eletrônico,3.2,95.9,6503.2
4990-ALDGW,Nao,Homem,Nao,Nao,Nao,57,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.69,20.75,1118.8
4992-LTJNE,Nao,Homem,Nao,Sim,Sim,72,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Bienal,Nao,Transferência bancária automático,1.84,55.3,3983.6
4993-JCRGJ,Nao,Homem,Nao,Nao,Nao,26,Sim,Sim,Fiber optic,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,Cheque,2.81,84.3,2281.6
4994-OBRSZ,Nao,Homem,Nao,Nao,Sim,14,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Bienal,Nao,Transferência bancária automático,2.54,76.1,1054.8
4998-IKFSE,Nao,Mulher,Nao,Nao,Nao,30,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Nao,Cheque eletrônico,3.35,100.45,3096.9
4999-IEZLT,Nao,Homem,Nao,Nao,Nao,66,Nao,Sem servico de telefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Anual,Nao,Cartão de crédito automático,0.98,29.45,1983.15
5002-GCQFH,Nao,Homem,Nao,Sim,Nao,49,Sim,Sim,Fiber optic,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,Transferência bancária automático,3.13,93.85,4733.1
5003-OKNNK,Nao,Mulher,Nao,Sim,Sim,15,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cartão de crédito automático,0.68,20.35,335.95
5003-XZWWO,Nao,Homem,Nao,Sim,Nao,71,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Bienal,Nao,Cartão de crédito automático,2.81,84.2,5956.85
5006-MXVRN,Nao,Mulher,Nao,Nao,Nao,39,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cartão de crédito automático,0.69,20.7,762.45
5010-IPEAQ,Nao,Mulher,Nao,Sim,Sim,67,Nao,Sem servico de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Bienal,Nao,Cartão de crédito automático,1.81,54.2,3623.95
5012-YSPJJ,Nao,Homem,Nao,Sim,Sim,31,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,Cheque,1.81,54.35,1647.0
5013-SBUIH,Sim,Mulher,Nao,Nao,Nao,50,Sim,Sim,Fiber optic,Sim,Sim,Nao,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,3.66,109.65,5551.15
5014-GSOUQ,Nao,Homem,Nao,Nao,Nao,13,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Bienal,Nao,Cheque,0.66,19.95,243.65
5014-WUQMG,Nao,Homem,Nao,Sim,Sim,47,Sim,Nao,Fiber optic,Sim,Sim,Sim,Nao,Nao,Sim,Anual,Sim,Cheque eletrônico,3.2,96.1,4391.45
5016-ETTFF,Sim,Homem,Nao,Nao,Nao,10,Nao,Sem servico de telefone,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque,0.98,29.5,255.25
5016-IBERQ,Nao,Homem,Nao,Sim,Nao,23,Sim,Sim,Fiber optic,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque eletrônico,2.81,84.25,1968.1
5016-LIPDW,Nao,Homem,Nao,Sim,Sim,57,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Anual,Nao,Cheque,0.65,19.4,1061.6
5018-GWURO,Nao,Mulher,Nao,Sim,Nao,56,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Transferência bancária automático,2.85,85.6,4902.8
5018-HEKFO,Nao,Mulher,Nao,Nao,Nao,10,Sim,Sim,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cheque,0.82,24.5,270.15
5018-LXQQG,Nao,Mulher,Nao,Sim,Sim,30,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Mensal,Nao,Transferência bancária automático,2.21,66.3,1923.5
5019-GQVCR,Nao,Homem,Sim,Nao,Nao,43,Sim,Sim,Fiber optic,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque eletrônico,2.83,84.85,3645.6
5020-ZSTTY,Sim,Mulher,Sim,Nao,Nao,54,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,Anual,Nao,Transferência bancária automático,2.75,82.45,4350.1
5022-JNQEQ,Nao,Mulher,Nao,Sim,Sim,9,Sim,Nao,Fiber optic,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.53,75.85,647.5
5022-KVDQT,Nao,Homem,Nao,Nao,Nao,27,Sim,Sim,Fiber optic,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,Cheque eletrônico,2.71,81.3,2272.8
5025-GOOKI,Nao,Mulher,Nao,Nao,Nao,20,Sim,Nao,Nao,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Mensal,Sim,Cartão de crédito automático,0.63,18.9,347.65
